#		Crusader Kings 2 : Advanced Medieval Desires

#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;


#AMD_EV_DESC_LENGTH;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;	이벤트 창 1 line 제한 약 70byte

#이벤트Events;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;



#	모드 알림, 모드 옵션;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;

AMD_EV_TITLE_10011;Advanced Medieval Desires;;;;;;;;;;;;x;
AMD_EV_DESC_10011;이 모드는 미성년자의 가치관 형성에 심각한 악영향을 줄 수 있는 노골적, 폭력적이며 과학적, 정치적으로 올바르지 않은 성적묘사를 대량 포함하고 있습니다. 만약 당신이 이런 포르노그라피를 이용하는 것이 합법이 아니라면 즉각 이용을 중지하십시오. 게임 내 모든 사건, 인물, 장소, 종교 등은 실제 행위나 기록을 대변하거나 묘사하기 위한 것이 아닙니다. 개발자는 게임 내에서 묘사된 행위의 승인, 묵인, 또는 참여를 권하지 않습니다. 현실에서 유사한 행위를 시도하면 법의 처벌과 지역사회의 가혹한 보복이 따를 것입니다. 개발자는 당신의 위법행위에 대한 어떤 책임도 지지 않습니다.;;;;;;;;;;;;x;
AMD_EV_String_Pansanim;판사님! 저는 이 모드를 만들지 않았습니다. 전부 온디스크 업로더가 만든 것입니다! 그놈을 잡아가십시오!;;;;;;;;;;;;x;

AMD_EV_TITLE_1001;AMD Mod Option;;;;;;;;;;;;x;
AMD_EV_DESC_1001;당신의 취향에 따라 이 모드의 일부 이벤트를 제한할 수 있습니다. 이 설정들은 언제든지 변경 가능합니다.;;;;;;;;;;;;x;

AMD_EV_OPT_ModOption_ACB_ON;아청법 적용하기;;;;;;;;;;;;x;
AMD_EV_OPT_ModOption_ACB_OFF;아청법 해제하기;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_ACB_ON;결혼가능한 나이가 되기 전에는 AMD 모드의 주요 이벤트를 사용할 수 없습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_ACB_OFF;(기본)셰익스피어의 '로미오와 줄리엣'의 전례를 따라, 12세부터 주요 이벤트를 사용할 수 있습니다.;;;;;;;;;;;;x;

AMD_EV_OPT_ModOption_PC_PROTECTION_ON;플레이어 보호 설정;;;;;;;;;;;;x;
AMD_EV_OPT_ModOption_PC_PROTECTION_OFF;플레이어 보호 해제;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_PC_PROTECTION_ON;플레이어 캐릭터에게 좋지 않은 AMD 모드의 몇몇 이벤트가 비활성화됩니다.;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_PC_PROTECTION_OFF;(기본)플레이어 캐릭터에게 고통을 주는 AMD 모드의 이벤트를 막지 않습니다.;;;;;;;;;;;;x;

AMD_EV_OPT_ModOption_NTR_ON;NTR 이벤트 설정;;;;;;;;;;;;x;
AMD_EV_OPT_ModOption_NTR_OFF;NTR 이벤트 해제;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_NTR_ON;플레이어의 배우자, 첩, 연인, 자녀, 형제자매 등과 관련된 NTR 이벤트가 발생하지 않습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_NTR_OFF;(기본)플레이어의 배우자, 첩, 연인, 자녀, 형제자매 등과 관련된 NTR 이벤트가 발생하지 않습니다.;;;;;;;;;;;;x;

AMD_EV_OPT_ModOption_CBR_LIMIT_ON;이종 제한;;;;;;;;;;;;x;
AMD_EV_OPT_ModOption_CBR_LIMIT_OFF;이종 제한 해제;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_CBR_LIMIT_ON;종족이 다른 상대와 교류할 수 없습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_CBR_LIMIT_OFF;(기본) 인간, 말, 곰, 고양이 등 여러 종족들이 제한 없이 교류할 수 있습니다.;;;;;;;;;;;;x;

AMD_EV_OPT_ModOption_SFW_LIMIT_ON;검열삭제 활성화;;;;;;;;;;;;x;
AMD_EV_OPT_ModOption_SFW_LIMIT_OFF;검열삭제 비활성화;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_SFW_LIMIT_ON;모든 노골적인 성적 행위 컨텐츠가 검열되어 비교적 건전한 형태로 표시됩니다.;;;;;;;;;;;;x;
AMD_EV_DESC_ModOption_SFW_LIMIT_OFF;(기본) 모든 노골적인 성적 행위 컨텐츠가 정상적으로 표시됩니다.;;;;;;;;;;;;x;



AMD_EV_OPT_ReturnToModOption;모드 설정 이벤트로 돌아가기;;;;;;;;;;;;x;


AMD_EV_OPT_OK;알겠다.;;;;;;;;;;;;x;
AMD_EV_OPT_NEXT;다음.;;;;;;;;;;;;x;
AMD_EV_OPT_PREV;이전.;;;;;;;;;;;;x;
AMD_EV_OPT_BREAK;이벤트 종료;;;;;;;;;;;;x;
AMD_EV_String_END_EVENT;이벤트를 종료하고 모든 임시 플래그를 해제합니다.;;;;;;;;;;;;x;

AMD_EV_OPT_TRAP;아! AMD 아시는구나!;;;;;;;;;;;;x;
AMD_EV_String_TRAP;뭐지? 개꿀잼 몰카인가?;;;;;;;;;;;;x;


#	성년, sex_skill 습득;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;

AMD_EV_TITLE_10025;성년;;;;;;;;;;;;x;
AMD_EV_DESC_10025_0;나는 성인이 되었고, 밤의 공부도 마쳤다...;;;;;;;;;;;;x;
AMD_EV_DESC_10025_1;나는 성인이 되었지만, 후계자가 어떻게 생기는 것인지 아직도 잘 모르겠다...;;;;;;;;;;;;x;
AMD_EV_DESC_10025_2;나는 성인이 되었고, 밤의 지식도 기본적으로 필요한 것은 다 배웠다.;;;;;;;;;;;;x;
AMD_EV_DESC_10025_3;나는 성인이 되었고, 밤의 공부를 마쳤다. 나는 이 분야에 재능이 있는 것 같다.;;;;;;;;;;;;x;
AMD_EV_DESC_10025_4;나는 성인이 되었고, 밤의 기술을 갈고닦았다. 이것이야말로 내가 세상에 태어난 이유라고 확신한다.;;;;;;;;;;;;x;
AMD_EV_DESC_10025_5;나는 성인이 되었고, 사랑의 예술을 통달했다. 이제 그 무엇도 나의 사랑을 막지 못하리라!;;;;;;;;;;;;x;
AMD_EV_OPT_10025_1;황새를 조심해야 한다고?;;;;;;;;;;;;x;
AMD_EV_OPT_10025_2;어디에 무엇을 넣어야 하는지 알면 충분하지.;;;;;;;;;;;;x;
AMD_EV_OPT_10025_3;들어갈 때와 빠질 때를 알아야 한다.;;;;;;;;;;;;x;
AMD_EV_OPT_10025_4;우리가 나누어야 할 것은 증오가 아니라 사랑이다.;;;;;;;;;;;;x;
AMD_EV_OPT_10025_5;박을 수 있다면 신이라도 보내버리겠어.;;;;;;;;;;;;x;

AMD_EV_DESC_10026_1;[From.GetFirstName]은 어른이 되었습니다. 그러나 밤일에 대해서는 거의 배운 것이 없습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_10026_2;[From.GetFirstName]은 어른이 되었습니다. 그리고 기본적인 성지식도 이해했습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_10026_3;[From.GetFirstName]은 어른이 되었습니다. 특히 밤의 기술에 훌륭한 재능을 보였습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_10026_4;[From.GetFirstName]은 어른이 되었습니다. 사랑의 기술을 깊이 공부해서 최고 단계의 지식까지 정통했습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_10026_5;[From.GetFirstName]은 어른이 되었습니다. 사랑의 예술에서 신의 경지에 이르렀습니다.;;;;;;;;;;;;x;
AMD_EV_OPT_10026_1;유감이지만 때가 되면 알게 되겠지.;;;;;;;;;;;;x;
AMD_EV_OPT_10026_2;그만하면 됐다.;;;;;;;;;;;;x;
AMD_EV_OPT_10026_3;잘 해서 나쁠 건 없지.;;;;;;;;;;;;x;
AMD_EV_OPT_10026_4;정말 대단하군.;;;;;;;;;;;;x;
AMD_EV_OPT_10026_5;앗..아아......;;;;;;;;;;;;x;


#	on_action : 결혼;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;

AMD_EV_TITLE_11001;신혼초야;;;;;;;;;;;;x;
AMD_EV_DESC_11001;[AMD_ET_HOST.Location.GetName]의 궁정에서 [AMD_ET_BROOM.GetTitledFirstName]와 [AMD_ET_BRIDE.GetTitledFirstName]이 식을 올렸습니다.;;;;;;;;;;;;x;
AMD_EV_OPT_11001_1;신랑 신부가 좋은 밤을 보내길 바란다.;;;;;;;;;;;;x;
AMD_EV_String_11001_1;[AMD_ET_BROOM.GetTitledFirstName]와 [AMD_ET_BRIDE.GetTitledFirstName]은 신방에서 둘만의 시간을 가질 것이다.;;;;;;;;;;;;x;
AMD_EV_OPT_11001_2;신방을 엿본다.;;;;;;;;;;;;x;
AMD_EV_String_11001_2;결혼을 주최하는 자는 그 결혼이 완성되는 것을 지켜볼 권리가 있습니다... 하지만 [Root.Location.GetName]에서는 그런 권리를 인정하지 않기 때문에, 약간의 음모력을 발휘해야 합니다.\n;;;;;;;;;;;;x;
AMD_EV_OPT_11001_3;미안하지만 지금 당장 처리해야 할 중대한 일이 있다.;;;;;;;;;;;;x;
AMD_EV_String_11001_3;결혼식을 올려놓고 합방을 미룰 정도로 중대한 일이 있다는 것을 납득시키려면 그럴만한 이유가 필요합니다.\n;;;;;;;;;;;;x;
AMD_EV_OPT_11001_4;주군인 내가 먼저 맛을 봐야겠다!;;;;;;;;;;;;x;
AMD_EV_String_11001_4;중세의 초야권이 실제로 실행된 적은 없다고도 합니다... 하지만 그런 게 뭐가 중요합니까?\n;;;;;;;;;;;;x;

AMD_EV_OPT_PLAY_SILENT_NIGHT;조용히 밤을 보낸다.;;;;;;;;;;;;x;
AMD_EV_OPT_PLAY_SHORT_NIGHT;밤은 짧다. 서둘러 침실로 향한다...;;;;;;;;;;;;x;
AMD_EV_OPT_PLAY_LONG_NIGHT;밤은 길다. 느긋하게 즐긴다.;;;;;;;;;;;;x;
AMD_EV_OPT_PLAY_BEAST;야생의 사랑을 느끼고 싶다.;;;;;;;;;;;;x;
AMD_EV_OPT_PILLOW_TALK;사랑도 좋지만, 지금은 대화를 나누고 싶다.;;;;;;;;;;;;;x;
AMD_String_PLAY_SHORT;빠르게 본론으로 넘어갑니다. (성행위);;;;;;;;;;;;x;
AMD_String_PLAY_LONG;어른의 시간이 시작됩니다. (성행위);;;;;;;;;;;;x;
AMD_EV_String_11002_1;\n[AMD_ET_BROOM.GetTitledFirstName]와 [AMD_ET_BRIDE.GetTitledFirstName]은 침실에서 둘만의 시간을 가질 것입니다. 굳이 확인할 필요는 없겠지요.;;;;;;;;;;;;x;
AMD_EV_String_11002_2;\n[AMD_ET_BROOM.GetTitledFirstName]와 [AMD_ET_BRIDE.GetTitledFirstName]은 빠른 걸음으로 침실로 향합니다.;;;;;;;;;;;;x;
AMD_EV_String_11002_3;\n[AMD_ET_BROOM.GetTitledFirstName]와 [AMD_ET_BRIDE.GetTitledFirstName]은 둘만의 시간을 즐길 것입니다.;;;;;;;;;;;;x;





#	이벤트 - 말 구매, 가문 관리 ;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;

AMD_EV_DESC_20008;말은 언제나 비싼 물건이고, 특히 전쟁을 대비해야 하는 영주들에겐 귀한 재산입니다. 당신이 개인적으로 쓸 말을 구하려면 돈이 필요합니다.;;;;;;;;;;;;;x;
AMD_EV_OPT_20008_1;늙은 짐말.;;;;;;;;;;;;;x;
AMD_EV_OPT_20008_2;튼튼한 군마.;;;;;;;;;;;;;x;
AMD_EV_OPT_20008_3;탐스러운 종마.;;;;;;;;;;;;;x;
AMD_EV_OPT_20008_4;말에게 그렇게 많은 돈을 쓰다니... 안 될 말이지.;;;;;;;;;;;;;x;

AMD_EV_OPT_20009_0;무슨 문제가 생길지도 모르니 그만둔다.;;;;;;;;;;;;;x;
AMD_EV_TT_20009_0;잘 생각하셨습니다. 이런 수상한 모드는 쓰지 않는 게 좋습니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_20009;[AMD_ET_TGT.GetBestName] 의 가문을 관리할 수 있습니다. 이 이벤트는 현재 시험중이며, 비정상적인 작동으로 인한 문제는 돌이킬 수 없을지도 모르니 주의하십시오..;;;;;;;;;;;;;x;
AMD_EV_OPT_20009_1;내가 니 애비다.;;;;;;;;;;;;;x;
AMD_EV_TT_20009_1;당신이 가계도상의 아버지가 됩니다. 가문도 변경되지 않고 사생아 특성에도 변화가 없습니다. ;;;;;;;;;;;;;x;
AMD_EV_OPT_20009_2;I am your mother.;;;;;;;;;;;;;x;
AMD_EV_TT_20009_2;당신이 가계도상의 어머니가 됩니다. 가문도 변경되지 않고 사생아 특성에도 변화가 없습니다. ;;;;;;;;;;;;;x;
AMD_EV_OPT_20009_3;나의 가문으로 변경한다.;;;;;;;;;;;;;x;
AMD_EV_TT_20009_3;당신 가문 소속이 됩니다. 사생아 특성이 있다면 합법 서자로 변경됩니다. ;;;;;;;;;;;;;x;
AMD_EV_OPT_20009_4;분가시킨다.;;;;;;;;;;;;;x;
AMD_EV_TT_20009_4;다른 가문을 생성합니다. 사생아 특성이 있다면 합법 서자로 변경됩니다.;;;;;;;;;;;;;x;




#	이벤트 - 하렘 파티 ;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;
AMD_EV_DESC_20100;(임시) 사랑스러운 비밀친구들을 한데 모아 사치스러운 하루를 보내고 싶다! 이 위대한 계획을 실현하기 위해서는 건강하고 한가한 인간 비밀친구가 셋 이상 필요하다.;;;;;;;;;;;;;x;
AMD_EV_OPT_20100_10;그러나 남자들을 부를 수는 없을 것 같다...;;;;;;;;;;;;;x;
AMD_EV_OPT_20100_11;(남주) 나의 남자들이 기다리고 있다!;;;;;;;;;;;;;x;
AMD_EV_OPT_20100_12;(여주) 나의 남자들이 기다리고 있다!;;;;;;;;;;;;;x;
AMD_EV_TT_20100_0;바쁘거나 아파서 만날 수 없습니다.;;;;;;;;;;;;;x;
AMD_EV_TT_20100_B;전쟁, 성지순례 등 다른 용무가 있어 참가할 수 없습니다.;;;;;;;;;;;;;x;
AMD_EV_TT_20100_D;연령이나 질병 등 신체적인 문제로 성행위를 할 수 없습니다.;;;;;;;;;;;;;x;
AMD_EV_OPT_20100_20;그러나 여자들을 부를 수는 없는 것 같다...;;;;;;;;;;;;;x;
AMD_EV_OPT_20100_21;(남주) 나의 여자들이 기다리고 있다!;;;;;;;;;;;;;x;
AMD_EV_OPT_20100_22;(여주) 나의 여자들이 기다리고 있다!;;;;;;;;;;;;;x;



#	이벤트 - 연인 방문 ;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;

#	#	#	#	#	타겟 디시전 : 사랑의 권유 이벤트

AMD_EV_DESC_21001_P1;[From.GetTitledFirstName]은 오늘 당신과 시간을 보내고 싶어합니다. [From.GetHerHim]의 [GetFromRelation]인 당신은 이에 응할 의무가 있지만, 적당한 핑계로 거절할 수도 있습니다. 어떻게 하시겠습니까?;;;;;;;;;;;;x;
AMD_EV_DESC_21001_P2;당신의 사랑하는 [GetFromRelation], [From.GetTitledFirstName]은 오늘 당신과 즐거운 시간을 보내고 싶어합니다. 어떻게 하시겠습니까?;;;;;;;;;;;;x;
AMD_EV_OPT_21001_P1;어서 와요! 꽤 보고 싶었다고요!;;;;;;;;;;;;x;
AMD_EV_OPT_21001_P2;[From.GetHerHim]를 만나러 간다.;;;;;;;;;;;;x;
AMD_EV_OPT_21001_P3;내키지 않는 발걸음을 옮긴다...;;;;;;;;;;;;x;
AMD_EV_OPT_21001_P4;지금은 그럴 시기가 아니오.;;;;;;;;;;;;x;
AMD_EV_String_PLAY_21001_P1;[Root.GetTitledFirstName]은 즐거운 마음으로 [From.GetHerHim]를 만나러 갑니다.;;;;;;;;;;;;;x;
AMD_EV_String_PLAY_21001_P2;[Root.GetTitledFirstName]은 [From.GetHerHim]를 만나러 갑니다.;;;;;;;;;;;;;x;
AMD_EV_String_PLAY_21001_P3;[Root.GetTitledFirstName]은 불쾌한 기분으로 [From.GetHerHim]를 만나러 갑니다.;;;;;;;;;;;;;x;
AMD_EV_String_PLAY_21001_P4;적당한 핑계를 대고 만남을 거부합니다.;;;;;;;;;;;;x;

AMD_EV_DESC_21001_1;당신의 [GetFromRelation] [From.GetFirstName]은 당신과 함께 즐거운 하루를 보낼 기대로 눈을 빛내고 있습니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_21001_2;당신의 [GetFromRelation] [From.GetFirstName]은 당신의 부름을 받아 약속장소에 나타났습니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_21001_3;당신의 [GetFromRelation] [From.GetFirstName]은 오늘 별로 기분이 좋지 않은 것 같습니다.;;;;;;;;;;;;;x;
AMD_EV_OPT_21001_1;[From.GetHerHim]에게 비싼 선물을 사준다.;;;;;;;;;;;;x;
AMD_EV_OPT_21001_2;[From.GetHerHim]와 함께 놀러 나간다.;;;;;;;;;;;;x;

AMD_EV_DESC_21010_1;당신이 준비한 [AMD_CLK_GetLoversGift]를 받은 [AMD_ET_TGT.GetFirstName]은 매우 기뻐하며 당신에게 감사했습니다. 선물이 매우 마음에 든 것 같습니다. ;;;;;;;;;;;;;x;
AMD_EV_DESC_21010_2;당신이 준비한 [AMD_CLK_GetLoversGift]를 받은 [AMD_ET_TGT.GetFirstName]은 당신에게 감사했습니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_21010_3;당신이 준비한 [AMD_CLK_GetLoversGift]를 받은 [AMD_ET_TGT.GetFirstName]은 달갑잖은 표정으로 몇 마디 감사의 말을 던졌습니다. 선물이 마음에 들지 않은 모양입니다...;;;;;;;;;;;;;x;


AMD_String_LOVERS_GIFT_0;선물;;;;;;;;;;;;x;
AMD_String_LOVERS_GIFT_1;옷;;;;;;;;;;;;x;
AMD_String_LOVERS_GIFT_2;장신구;;;;;;;;;;;;x;
AMD_String_LOVERS_GIFT_3;무기;;;;;;;;;;;;x;
AMD_String_LOVERS_GIFT_4;그림;;;;;;;;;;;;x;
AMD_String_LOVERS_GIFT_5;조각상;;;;;;;;;;;;x;
AMD_String_LOVERS_GIFT_6;서적;;;;;;;;;;;;x;




#	picture = GFX_evt_longbowman
AMD_EV_DESC_21021_1;당신은 [AMD_ET_TGT.GetFirstName]와 함께 활쏘기를 연습했습니다. 훌륭하게 과녁을 맞추는 당신의 모습을 [AMD_ET_TGT.GetFirstName]이 눈을 반짝이며 지켜봅니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_21021_2;당신은 [AMD_ET_TGT.GetFirstName]와 함께 활쏘기를 했습니다. 그럭저럭 재미있게 즐겼습니다...;;;;;;;;;;;;;x;
AMD_EV_DESC_21021_3;당신은 [AMD_ET_TGT.GetFirstName]와 함께 활쏘기를 했습니다. 대체 무슨 생각으로 이런 걸 하자고 했을까요? 화살은 엉뚱한 곳으로 날아갔고, [AMD_ET_TGT.GetFirstName]은 영 좋지 않은 표정입니다...;;;;;;;;;;;;;x;
AMD_EV_OPT_21021_1;실내 야간사격 훈련을 실시한다!;;;;;;;;;;;;;x;
AMD_EV_OPT_21021_2;명중! 좀 더 쏴볼까?;;;;;;;;;;;;;x;
AMD_EV_OPT_21021_3;악! 이건 정말 아프다...;;;;;;;;;;;;;x;

#	picture = GFX_evt_market
AMD_EV_DESC_21022_1;당신은 [AMD_ET_TGT.GetFirstName]와 함께 [Root.Location.GetName]의 시장을 돌아보기로 했습니다. 예상외의 지출이 늘어나고 있지만, [AMD_ET_TGT.GetFirstName]은 굉장히 즐거워 보이는군요...;;;;;;;;;;;;;x;
AMD_EV_DESC_21022_2;당신은 [AMD_ET_TGT.GetFirstName]와 함께 [Root.Location.GetName]의 시장을 돌아보기로 했습니다. 그럭저럭 재미있게 즐겼습니다...;;;;;;;;;;;;;x;
AMD_EV_DESC_21022_3;당신은 [AMD_ET_TGT.GetFirstName]와 함께 [Root.Location.GetName]의 시장을 돌아보기로 했습니다. 하지만 쓸만한 물건은 보이지 않고, 혼잡한 인파 때문에 슬슬 불쾌해집니다...;;;;;;;;;;;;;x;
AMD_EV_OPT_21022_1;새 배게의 감촉이 궁금한데, 같이 알아볼까?;;;;;;;;;;;;;x;
AMD_EV_OPT_21022_2;얼마나 많이 산 거지? 계산 좀 해봐야겠는데...;;;;;;;;;;;;;x;
AMD_EV_OPT_21022_3;잠깐, 지갑이 없어졌어!;;;;;;;;;;;;;x;

#	picture = GFX_evt_feast
AMD_EV_DESC_21023_1;당신은 [AMD_ET_TGT.GetFirstName]와 함께 귀한 식재료를 아낌없이 쏟아부은 호화로운 만찬을 즐겼습니다. 화려한 요리와 비싼 술의 열기에 사로잡혀, [AMD_ET_TGT.GetFirstName]와 당신은 자연스럽게 눈을 마주칩니다...;;;;;;;;;;;;;x;
AMD_EV_DESC_21023_2;당신은 [AMD_ET_TGT.GetFirstName]와 함께 귀한 식재료를 아낌없이 쏟아부은 호화로운 만찬을 즐겼습니다. 그럭저럭 잘 먹었습니다...;;;;;;;;;;;;;x;
AMD_EV_DESC_21023_3;당신은 [AMD_ET_TGT.GetFirstName]와 함께 화려한 식사를 하려 했습니다만, 유감스럽게도 요리사가 큰 부상을 당했다고 합니다. 심지어 남은 요리사들끼리 다툼이 생겨 요리는 엉망이 되었고, 비싼 돈 주고 산 술은 쏟아지고 말았습니다...;;;;;;;;;;;;;x;
AMD_EV_OPT_21023_1;식후엔 운동이 필요한 법...;;;;;;;;;;;;;x;
AMD_EV_OPT_21023_2;맛있어! 이거 엄청 맛있어!;;;;;;;;;;;;;x;
AMD_EV_OPT_21023_3;배가 아픈데...;;;;;;;;;;;;;x;

#	picture = GFX_evt_library	picture = GFX_evt_book_carolingian_script
AMD_EV_DESC_21024_1;당신은 [AMD_ET_TGT.GetFirstName]와 함께 딱 붙어앉아 함께 '음란한 아르메니안 하녀'를 읽었습니다. 문득 뜨거운 숨결이 느껴져 고개를 돌려보니, [AMD_ET_TGT.GetFirstName]이 의미심장한 얼굴로 미소짓습니다...;;;;;;;;;;;;;x;
AMD_EV_DESC_21024_2;당신은 [AMD_ET_TGT.GetFirstName]와 함께 조용히 독서를 하며 시간을 보냈습니다. 그럭저럭 편히 쉬었습니다...;;;;;;;;;;;;;x;
AMD_EV_DESC_21024_3;당신은 [AMD_ET_TGT.GetFirstName]와 함께 조용히 독서를 하며 시간을 보냈습니다. 하지만 오늘 가져온 책은 너무나 재미없었고, 쏟아지는 졸음을 버티기가 힘듭니다...;;;;;;;;;;;;;x;
AMD_EV_OPT_21024_1;이론은 충분해.;;;;;;;;;;;;;x;
AMD_EV_OPT_21024_2;아! 장로 두루마리 아시는구나!;;;;;;;;;;;;;x;


AMD_EV_DESC_21027_1;당신은 [AMD_ET_TGT.GetFirstName]와 함께 공놀이를 즐겼습니다. 이 시대의 귀족이 할 만한 공놀이는 얼마 없지만 아무튼 몸을 움직이는 건 즐거운 일입니다...;;;;;;;;;;;;;x;
AMD_EV_DESC_21027_2;당신은 [AMD_ET_TGT.GetFirstName]와 함께 공놀이를 했습니다. 하지만 게임은 잘 풀리지 않았고, [AMD_ET_TGT.GetFirstName]도 별로 즐거워 보이지 않습니다...;;;;;;;;;;;;;x;
AMD_EV_OPT_21027_1;이제 다른 공을 가지고 놀아볼까?;;;;;;;;;;;;;x;
AMD_EV_OPT_21027_2;재미있어! 한판 더 할까?;;;;;;;;;;;;;x;
AMD_EV_OPT_21027_3;악! 얼굴에 맞았어!;;;;;;;;;;;;;x;

